Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
West Gear,1128299,5/22/2020,West,Colorado,Denver,Women's Street Footwear,65,500,32500,13000,In-store
West Gear,1128299,5/23/2020,West,Colorado,Denver,Women's Athletic Footwear,65,500,32500,11375,In-store
West Gear,1128299,5/31/2020,West,Washington,Seattle,Women's Apparel,50,500,25000,5000,In-store
West Gear,1128299,6/24/2020,West,Washington,Seattle,Women's Apparel,80,500,40000,8000,In-store
West Gear,1128299,6/28/2020,West,Washington,Seattle,Women's Athletic Footwear,80,500,40000,12000,In-store
Foot Locker,1185732,10/23/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,35,500,17500,6125,In-store
Kohl's,1189833,2/10/2021,Midwest,Montana,Billings,Women's Street Footwear,50,500,25000,11250,Outlet
Kohl's,1189833,3/9/2021,Midwest,Montana,Billings,Women's Apparel,60,500,30000,7500,Outlet
Sports Direct,1197831,3/12/2021,Midwest,Montana,Billings,Women's Street Footwear,30,500,15000,5250,Outlet
Sports Direct,1197831,3/13/2021,Midwest,Montana,Billings,Women's Athletic Footwear,35,500,17500,7875,Outlet
Sports Direct,1197831,3/15/2021,South,Tennessee,Knoxville,Women's Apparel,35,500,17500,8750,Outlet
Sports Direct,1197831,3/30/2021,South,Tennessee,Knoxville,Women's Street Footwear,20,500,10000,4000,Outlet
Sports Direct,1197831,4/13/2021,South,Tennessee,Knoxville,Men's Apparel,45,500,22500,7875,Outlet
Sports Direct,1197831,5/19/2021,South,Tennessee,Knoxville,Men's Apparel,55,500,27500,11000,Outlet
Foot Locker,1185732,7/2/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,45,500,22500,9000,Outlet
Sports Direct,1197831,8/28/2021,South,Alabama,Birmingham,Women's Athletic Footwear,35,500,17500,9625,Outlet
Sports Direct,1197831,9/4/2021,South,Alabama,Birmingham,Men's Apparel,50,500,25000,10000,Outlet
Sports Direct,1197831,10/10/2021,South,Alabama,Birmingham,Men's Apparel,60,500,30000,13500,Outlet
Amazon,1185732,10/18/2021,Northeast,Maine,Portland,Men's Street Footwear,40,500,20000,7000,Outlet
Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Women's Apparel,70,500,35000,10500,Outlet
Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Men's Street Footwear,45,500,22500,5625,Outlet
Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Men's Street Footwear,60,500,30000,7500,Outlet
Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,80,500,40000,10000,Outlet
Walmart,1128299,11/10/2021,West,Hawaii,Honolulu,Women's Apparel,90,500,45000,18000,Outlet
Sports Direct,1128299,12/9/2021,West,Hawaii,Honolulu,Women's Street Footwear,80,500,40000,10000,Outlet
Sports Direct,1128299,12/9/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,80,500,40000,10000,Outlet
Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Men's Street Footwear,60,500,30000,9000,In-store
Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,65,500,32500,8125,In-store
Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,65,500,32500,9750,In-store
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,40,500,20000,6000,In-store
West Gear,1185732,5/8/2021,Northeast,New York,Albany,Women's Athletic Footwear,50,500,25000,7500,In-store
West Gear,1185732,10/10/2021,Northeast,New York,Albany,Women's Athletic Footwear,50,500,25000,7500,In-store
West Gear,1185732,10/10/2021,Northeast,New York,Albany,Men's Apparel,60,500,30000,10500,In-store
Kohl's,1185732,1/14/2021,Northeast,New York,Albany,Men's Apparel,50,500,25000,7500,In-store
Kohl's,1185732,2/12/2021,Northeast,New York,Albany,Men's Athletic Footwear,40,500,20000,6000,In-store
Kohl's,1185732,2/12/2021,West,Wyoming,Cheyenne,Men's Apparel,50,500,25000,7500,In-store
Kohl's,1185732,4/11/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,40,500,20000,6000,In-store
Kohl's,1185732,4/11/2021,West,Wyoming,Cheyenne,Women's Street Footwear,30,500,15000,5250,In-store
Kohl's,1185732,5/10/2021,West,Wyoming,Cheyenne,Women's Street Footwear,40,500,20000,7000,In-store
Kohl's,1185732,6/12/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,500,20000,7000,In-store
Kohl's,1185732,6/12/2021,West,Wyoming,Cheyenne,Men's Apparel,50,500,25000,7500,In-store
Kohl's,1185732,7/10/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,500,20000,7000,In-store
Kohl's,1185732,8/11/2021,West,Wyoming,Cheyenne,Men's Apparel,50,500,25000,7500,In-store
Kohl's,1185732,9/10/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,500,20000,7000,In-store
Kohl's,1185732,9/10/2021,West,Wyoming,Cheyenne,Men's Apparel,50,500,25000,7500,In-store
Kohl's,1185732,10/12/2021,West,Wyoming,Cheyenne,Women's Street Footwear,45,500,22500,7875,In-store
Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,45,500,22500,7875,In-store
Foot Locker,1185732,12/10/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,45,500,22500,7875,In-store
Foot Locker,1185732,12/10/2021,West,Wyoming,Cheyenne,Men's Apparel,55,500,27500,8250,In-store
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Men's Street Footwear,50,500,25000,8750,In-store
Sports Direct,1185732,2/17/2021,Southeast,Virginia,Richmond,Women's Street Footwear,25,500,12500,3750,In-store
Sports Direct,1185732,5/15/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,50,500,25000,10000,In-store
Sports Direct,1185732,8/16/2021,Midwest,Michigan,Detroit,Men's Apparel,45,500,22500,9000,In-store
Sports Direct,1185732,9/15/2021,Midwest,Michigan,Detroit,Women's Street Footwear,35,500,17500,5250,In-store
Sports Direct,1185732,11/16/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,45,500,22500,9000,In-store
Foot Locker,1185732,7/17/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35,500,17500,6125,In-store
Foot Locker,1185732,11/18/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,35,500,17500,7000,In-store
West Gear,1185732,12/10/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,30,500,15000,5250,In-store
West Gear,1185732,12/10/2021,West,Utah,Salt Lake City,Women's Apparel,45,500,22500,11250,In-store
West Gear,1128299,5/25/2021,West,Oregon,Portland,Men's Street Footwear,50,500,25000,8750,In-store
West Gear,1128299,2/17/2021,West,Oregon,Portland,Men's Street Footwear,35,500,17500,7000,In-store
West Gear,1128299,9/18/2021,South,Louisiana,New Orleans,Men's Street Footwear,45,500,22500,9000,Online
West Gear,1128299,9/18/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,50,500,25000,10000,Online
West Gear,1128299,11/17/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,50,500,25000,10000,Online
West Gear,1197831,5/5/2021,West,Idaho,Boise,Women's Athletic Footwear,35,500,17500,7875,Online
Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Men's Street Footwear,40,500,20000,7000,Online
Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Men's Street Footwear,50,500,25000,8750,Online
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Men's Street Footwear,45,500,22500,7875,Online
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,50,500,25000,10000,Online
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Men's Street Footwear,45,500,22500,7875,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Men's Apparel,60,500,30000,9000,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Women's Apparel,75,500,37500,9375,Online
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Women's Apparel,75,500,37500,9375,Online
Sports Direct,1128299,12/25/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60,500,30000,10500,Online
Sports Direct,1128299,12/25/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,60,500,30000,10500,Online
Sports Direct,1128299,2/13/2021,West,New Mexico,Albuquerque,Men's Street Footwear,30,500,15000,6000,Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,55,500,27500,9625,Online
Foot Locker,1128299,12/12/2021,Southeast,Georgia,Atlanta,Women's Apparel,70,500,35000,8750,Online
Sports Direct,1185732,4/3/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,25,500,12500,5000,Online
Amazon,1185732,5/9/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,45,500,22500,7875,Online
Amazon,1185732,6/11/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,50,500,25000,10000,Online
Amazon,1185732,6/11/2021,Midwest,Ohio,Columbus,Men's Apparel,65,500,32500,11375,Online
Amazon,1185732,8/10/2021,Midwest,Ohio,Columbus,Men's Apparel,55,500,27500,9625,Online
Amazon,1185732,11/10/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,25,500,12500,4375,Online
Amazon,1185732,11/10/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,65,500,32500,13000,Online
Amazon,1185732,1/22/2021,Midwest,Ohio,Columbus,Men's Street Footwear,40,500,20000,8000,Online
Foot Locker,1185732,2/18/2021,South,Mississippi,Jackson,Women's Apparel,25,500,12500,6250,Online
Foot Locker,1185732,5/16/2021,South,Mississippi,Jackson,Women's Apparel,50,500,25000,12500,Online
Foot Locker,1185732,6/18/2021,South,Mississippi,Jackson,Men's Athletic Footwear,40,500,20000,7000,Online
Walmart,1185732,7/16/2021,South,Mississippi,Jackson,Men's Apparel,60,500,30000,10500,Online
Walmart,1185732,9/16/2021,South,Mississippi,Jackson,Women's Apparel,35,500,17500,8750,Online
Walmart,1185732,10/18/2021,South,Mississippi,Jackson,Men's Athletic Footwear,25,500,12500,4375,Online
West Gear,1197831,12/19/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,60,500,30000,10500,Online
West Gear,1197831,12/19/2021,South,Arkansas,Little Rock,Women's Apparel,75,500,37500,15000,Online
Kohl's,1197831,4/13/2021,Midwest,Kansas,Wichita,Men's Street Footwear,25,500,12500,4375,Online
Kohl's,1197831,7/12/2021,Midwest,Kansas,Wichita,Women's Apparel,65,500,32500,11375,Online
Kohl's,1197831,10/14/2021,Midwest,Kansas,Wichita,Men's Street Footwear,30,500,15000,5250,Online
Foot Locker,1185732,6/12/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,45,500,22500,7875,Online
Sports Direct,1185732,12/11/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,60,500,30000,10500,Online
Sports Direct,1185732,6/9/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,40,500,20000,7000,In-store
Foot Locker,1185732,12/8/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,60,500,30000,10500,In-store
Foot Locker,1185732,2/6/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,30,500,15000,4500,In-store
West Gear,1185732,2/3/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,30,500,15000,4500,In-store
West Gear,1185732,1/10/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,35,500,17500,7000,In-store
West Gear,1185732,4/10/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,25,500,12500,5000,In-store
West Gear,1185732,1/17/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,35,500,17500,7000,In-store
West Gear,1185732,6/22/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,50,500,25000,10000,In-store
Sports Direct,1185732,8/21/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,50,500,25000,10000,In-store
Foot Locker,1185732,7/13/2021,Northeast,Delaware,Wilmington,Women's Apparel,60,500,30000,12000,In-store
Sports Direct,1185732,1/7/2021,Northeast,New Jersey,Newark,Men's Street Footwear,40,500,20000,8000,In-store
Sports Direct,1185732,4/4/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,40,500,20000,8000,In-store
Sports Direct,1185732,9/3/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,55,500,27500,11000,In-store
Sports Direct,1185732,12/6/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,60,500,30000,10500,In-store
Sports Direct,1185732,2/15/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,40,500,20000,6000,In-store
Amazon,1185732,7/10/2021,Northeast,Vermont,Burlington,Women's Apparel,65,500,32500,13000,In-store
Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,55,500,27500,9625,Outlet
Foot Locker,1185732,6/12/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,495,24750,9900,Outlet
Foot Locker,1185732,6/24/2021,Midwest,Illinois,Chicago,Men's Street Footwear,60,495,29700,11880,Outlet
Amazon,1185732,11/5/2021,Northeast,Maine,Portland,Men's Street Footwear,55,495,27225,9529,Outlet
Foot Locker,1185732,3/11/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,40,495,19800,6930,Online
Foot Locker,1185732,5/13/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,60,495,29700,10395,Online
Sports Direct,1185732,3/8/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,30,495,14850,5198,Online
Sports Direct,1185732,5/10/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,60,495,29700,10395,In-store
West Gear,1185732,5/4/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,60,495,29700,8910,In-store
Kohl's,1185732,3/6/2021,Northeast,New Jersey,Newark,Men's Street Footwear,35,495,17325,6064,In-store
Sports Direct,1185732,5/13/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,55,495,27225,8168,In-store
Foot Locker,1185732,5/31/2021,West,California,Los Angeles,Men's Street Footwear,45,475,21375,8550,Outlet
Sports Direct,1197831,8/19/2021,South,Texas,Dallas,Women's Street Footwear,35,475,16625,4988,Outlet
Sports Direct,1197831,10/14/2021,South,Texas,Dallas,Men's Apparel,60,475,28500,9975,Outlet
Foot Locker,1185732,10/28/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,45,475,21375,11756,Outlet
Foot Locker,1185732,12/9/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,65,475,30875,15438,Outlet
Foot Locker,1185732,12/27/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,70,475,33250,18288,Outlet
West Gear,1128299,1/7/2020,West,Nevada,Las Vegas,Women's Apparel,45,475,21375,4275,Outlet
West Gear,1128299,2/16/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,65,475,30875,10806,In-store
West Gear,1128299,2/17/2020,West,Nevada,Las Vegas,Men's Apparel,75,475,35625,19594,In-store
West Gear,1128299,3/8/2020,West,Nevada,Las Vegas,Women's Apparel,75,475,35625,5344,In-store
West Gear,1128299,3/11/2020,West,Nevada,Las Vegas,Women's Street Footwear,60,475,28500,9975,In-store
West Gear,1128299,3/12/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,60,475,28500,8550,In-store
West Gear,1128299,3/20/2020,West,Colorado,Denver,Women's Apparel,40,475,19000,2850,In-store
West Gear,1128299,4/13/2020,West,Colorado,Denver,Women's Apparel,80,475,38000,11400,In-store
West Gear,1128299,4/23/2020,West,Colorado,Denver,Women's Athletic Footwear,65,475,30875,12350,In-store
West Gear,1128299,7/27/2020,West,Washington,Seattle,Women's Street Footwear,60,475,28500,7125,In-store
West Gear,1128299,8/4/2020,West,Washington,Seattle,Men's Apparel,90,475,42750,10688,In-store
Foot Locker,1185732,12/22/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,55,475,26125,9144,Outlet
Kohl's,1189833,12/28/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,35,475,16625,7481,Outlet
Kohl's,1189833,12/29/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45,475,21375,6413,Outlet
Kohl's,1189833,12/30/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,45,475,21375,9619,Outlet
Kohl's,1189833,1/2/2021,Midwest,Montana,Billings,Women's Apparel,45,475,21375,5344,Outlet
Kohl's,1189833,2/6/2021,Midwest,Montana,Billings,Men's Apparel,45,475,21375,12825,Outlet
Kohl's,1189833,2/7/2021,Midwest,Montana,Billings,Women's Apparel,60,475,28500,7125,Outlet
Kohl's,1189833,3/3/2021,Midwest,Montana,Billings,Women's Apparel,60,475,28500,7125,Outlet
Kohl's,1189833,3/6/2021,Midwest,Montana,Billings,Women's Street Footwear,45,475,21375,9619,Outlet
Kohl's,1189833,3/7/2021,Midwest,Montana,Billings,Women's Athletic Footwear,45,475,21375,8550,Outlet
Sports Direct,1197831,3/21/2021,South,Tennessee,Knoxville,Women's Apparel,35,475,16625,8313,Outlet
Sports Direct,1197831,3/24/2021,South,Tennessee,Knoxville,Women's Street Footwear,30,475,14250,5700,Outlet
Sports Direct,1197831,4/24/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,45,475,21375,11756,Outlet
Sports Direct,1197831,4/25/2021,South,Tennessee,Knoxville,Men's Apparel,50,475,23750,9500,Outlet
Sports Direct,1197831,5/12/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,55,475,26125,14369,Outlet
Foot Locker,1185732,5/27/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,35,475,16625,6650,Outlet
Sports Direct,1197831,8/3/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30,475,14250,5700,Outlet
Sports Direct,1197831,8/4/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35,475,16625,8313,Outlet
Sports Direct,1197831,8/6/2021,South,Alabama,Birmingham,Women's Apparel,35,475,16625,9144,Outlet
Sports Direct,1197831,9/26/2021,South,Alabama,Birmingham,Women's Street Footwear,35,475,16625,8313,Outlet
Sports Direct,1197831,9/29/2021,South,Alabama,Birmingham,Women's Apparel,40,475,19000,12350,Outlet
Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Men's Street Footwear,65,475,30875,10806,Outlet
Foot Locker,1128299,2/10/2021,West,Alaska,Anchorage,Men's Street Footwear,35,475,16625,4156,Outlet
Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Women's Apparel,75,475,35625,14250,Outlet
Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,75,475,35625,8906,Outlet
Walmart,1128299,10/10/2021,West,Hawaii,Honolulu,Men's Street Footwear,55,475,26125,6531,Outlet
Walmart,1128299,10/10/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,65,475,30875,6175,Outlet
Sports Direct,1128299,1/17/2021,West,Hawaii,Honolulu,Women's Apparel,50,475,23750,10688,Outlet
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,80,475,38000,11400,In-store
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Men's Apparel,80,475,38000,7600,In-store
Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Men's Apparel,85,475,40375,8075,In-store
West Gear,1185732,2/10/2021,Northeast,New York,Albany,Women's Athletic Footwear,40,475,19000,5700,In-store
West Gear,1185732,3/8/2021,Northeast,New York,Albany,Men's Apparel,55,475,26125,9144,In-store
West Gear,1185732,4/9/2021,Northeast,New York,Albany,Men's Apparel,55,475,26125,9144,In-store
Kohl's,1185732,5/10/2021,West,Wyoming,Cheyenne,Men's Apparel,50,475,23750,7125,In-store
Kohl's,1185732,10/12/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,45,475,21375,7481,In-store
Kohl's,1185732,10/12/2021,West,Wyoming,Cheyenne,Men's Apparel,55,475,26125,7838,In-store
Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Men's Apparel,55,475,26125,7838,In-store
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,40,475,19000,6650,In-store
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,55,475,26125,9144,In-store
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Women's Street Footwear,45,475,21375,7481,In-store
Sports Direct,1128299,12/23/2021,Southeast,Virginia,Richmond,Men's Apparel,80,475,38000,15200,In-store
Sports Direct,1185732,3/15/2021,Midwest,Michigan,Detroit,Women's Street Footwear,25,475,11875,3563,In-store
Sports Direct,1185732,3/15/2021,Midwest,Michigan,Detroit,Women's Apparel,35,475,16625,9144,In-store
Sports Direct,1185732,5/15/2021,Midwest,Michigan,Detroit,Women's Street Footwear,45,475,21375,6413,In-store
Sports Direct,1185732,5/15/2021,Midwest,Michigan,Detroit,Men's Apparel,55,475,26125,10450,In-store
Sports Direct,1185732,9/15/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,35,475,16625,5819,In-store
Sports Direct,1185732,9/15/2021,Midwest,Michigan,Detroit,Men's Apparel,45,475,21375,8550,In-store
Sports Direct,1185732,11/16/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,45,475,21375,7481,In-store
Foot Locker,1185732,8/18/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,40,475,19000,6650,In-store
Foot Locker,1185732,8/18/2021,Midwest,Missouri,St. Louis,Women's Apparel,40,475,19000,9500,In-store
West Gear,1185732,1/11/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,25,475,11875,4156,In-store
West Gear,1185732,1/11/2021,Midwest,Missouri,St. Louis,Women's Apparel,25,475,11875,5938,In-store
West Gear,1185732,7/10/2021,West,Utah,Salt Lake City,Women's Street Footwear,25,475,11875,4156,In-store
West Gear,1128299,3/23/2021,West,Oregon,Portland,Men's Street Footwear,40,475,19000,6650,In-store
West Gear,1128299,4/24/2021,West,Oregon,Portland,Men's Street Footwear,55,475,26125,9144,In-store
West Gear,1128299,11/24/2021,West,Oregon,Portland,Women's Street Footwear,45,475,21375,7481,In-store
West Gear,1128299,12/23/2021,West,Oregon,Portland,Men's Apparel,80,475,38000,15200,In-store
West Gear,1128299,8/17/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,75,475,35625,14250,Online
West Gear,1128299,8/17/2021,South,Louisiana,New Orleans,Men's Apparel,65,475,30875,13894,Online
West Gear,1128299,11/17/2021,South,Louisiana,New Orleans,Men's Apparel,70,475,33250,14963,Online
Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Women's Street Footwear,30,475,14250,4275,Online
Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,35,475,16625,6650,Online
West Gear,1197831,1/5/2021,South,Louisiana,New Orleans,Women's Apparel,35,475,16625,7481,Online
West Gear,1197831,4/5/2021,West,Idaho,Boise,Women's Street Footwear,25,475,11875,4156,Online
Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Women's Athletic Footwear,50,475,23750,11875,Online
Sports Direct,1197831,8/8/2021,West,Idaho,Boise,Men's Apparel,55,475,26125,9144,Online
Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Men's Apparel,55,475,26125,9144,Online
Foot Locker,1128299,2/23/2021,West,Idaho,Boise,Men's Street Footwear,30,475,14250,4988,Online
Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,55,475,26125,10450,Online
Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Women's Street Footwear,55,475,26125,9144,Online
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Women's Street Footwear,55,475,26125,9144,Online
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Men's Street Footwear,35,475,16625,5819,Online
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Men's Athletic Footwear,45,475,21375,8550,Online
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Women's Street Footwear,45,475,21375,7481,Online
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Women's Apparel,45,475,21375,5344,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,60,475,28500,9975,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Men's Apparel,70,475,33250,9975,Online
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Women's Street Footwear,50,475,23750,8313,Online
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Women's Apparel,65,475,30875,7719,Online
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Men's Apparel,55,475,26125,9144,Online
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Women's Apparel,70,475,33250,8313,Online
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,70,475,33250,8313,Online
Foot Locker,1128299,12/12/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,55,475,26125,9144,Online
Foot Locker,1128299,12/12/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,55,475,26125,10450,Online
Sports Direct,1185732,3/2/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,25,475,11875,4750,Online
Amazon,1185732,1/13/2021,Southeast,North Carolina,Charlotte,Men's Apparel,45,475,21375,7481,Online
Amazon,1185732,2/11/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,35,475,16625,5819,Online
Amazon,1185732,3/9/2021,Midwest,Ohio,Columbus,Women's Street Footwear,20,475,9500,3800,Online
Amazon,1185732,3/9/2021,Midwest,Ohio,Columbus,Women's Apparel,30,475,14250,7125,Online
Amazon,1185732,5/9/2021,Midwest,Ohio,Columbus,Women's Street Footwear,40,475,19000,7600,Online
Amazon,1185732,9/9/2021,Midwest,Ohio,Columbus,Women's Street Footwear,25,475,11875,4750,Online
Amazon,1185732,11/10/2021,Midwest,Ohio,Columbus,Men's Apparel,80,475,38000,13300,Online
Amazon,1185732,4/22/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,45,475,21375,8550,Online
Foot Locker,1185732,2/18/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,20,475,9500,3800,Online
Foot Locker,1185732,4/17/2021,South,Mississippi,Jackson,Women's Apparel,30,475,14250,7125,Online
Foot Locker,1185732,6/18/2021,South,Mississippi,Jackson,Women's Street Footwear,45,475,21375,8550,Online
Walmart,1185732,7/16/2021,South,Mississippi,Jackson,Women's Athletic Footwear,50,475,23750,9500,Online
Walmart,1185732,8/17/2021,South,Mississippi,Jackson,Women's Athletic Footwear,40,475,19000,7600,Online
Sports Direct,1185732,10/18/2021,South,Mississippi,Jackson,Women's Apparel,35,475,16625,8313,Online
Sports Direct,1185732,12/16/2021,South,Mississippi,Jackson,Women's Athletic Footwear,60,475,28500,11400,Online
Sports Direct,1185732,12/16/2021,South,Mississippi,Jackson,Men's Apparel,70,475,33250,11638,Online
West Gear,1197831,6/21/2021,South,Oklahoma,Oklahoma City,Women's Apparel,60,475,28500,11400,Online
West Gear,1197831,8/20/2021,South,Oklahoma,Oklahoma City,Women's Apparel,55,475,26125,10450,Online
Kohl's,1197831,11/20/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,25,475,11875,4750,Online
Foot Locker,1185732,1/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,40,475,19000,6650,Online
Foot Locker,1185732,9/13/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,45,475,21375,7481,Online
Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,35,475,16625,5819,Online
Sports Direct,1185732,9/10/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,40,475,19000,6650,In-store
